,Unnamed: 0,sms,happy,joke,astonished,angry,bored,heart,filter,tokens
114,338,"Cc les gens! Est-ce que ca ditdaller voir crazy stupid love comme film ce soir? A 20h15 au royal donc ptet manger avant moi g pleeeeiiiiin de reducs macdo donc voila jpropose ca soit avant soit apres. Sinon ce sera 3,7€ divisé par deux chacun vu que 4 dentre nous au moins ont le pass culture et quon peut inviter qqun apres 7h alors? Partants?",True,False,False,False,False,False,True,"['Cc', 'les', 'gens', '!', 'Est', '-', 'ce', 'que', 'ca', 'ditdaller', 'voir', 'crazy', 'stupid', 'love', 'comme', 'film', 'ce', 'soir', '?', 'A', '20', 'h15', 'au', 'royal', 'donc', 'ptet', 'manger', 'avant', 'moi', 'g', 'pleeeeiiiiin', 'de', 'reducs', 'macdo', 'donc', 'voila', 'jpropose', 'ca', 'soit', 'avant', 'soit', 'apres', '.', 'Sinon', 'ce', 'sera', '3,7', '€', 'divisé', 'par', 'deux', 'chacun', 'vu', 'que', '4', 'dentre', 'nous', 'au', 'moins', 'ont', 'le', 'pass', 'culture', 'et', 'quon', 'peut', 'inviter', 'qqun', 'apres', '7', 'h', 'alors', '?', 'Partants', '?']"
115,339,Bis a demain,False,False,False,False,False,True,True,"['Bis', 'a', 'demain']"
116,341,Je te tiens o Ju la chérie ! Gros bisous,False,False,False,False,False,True,True,"['Je', 'te', 'tiens', 'o', 'Ju', 'la', 'chérie', '!', 'Gros', 'bisous']"
117,348,Tmtc,False,False,False,False,False,True,True,['Tmtc']
118,349,Jt au resto,True,False,False,False,False,False,True,"['Jt', 'au', 'resto']"
119,350,Arf pas vraiment... J'vais faire ma grosse chieuse! J'vius tiens au courant demain sinon. Vous c'est sur que c'est jeudi? Bisoux,False,False,False,True,False,False,True,"['Arf', 'pas', 'vraiment', '...', ""J'"", 'vais', 'faire', 'ma', 'grosse', 'chieuse', '!', ""J'"", 'vius', 'tiens', 'au', 'courant', 'demain', 'sinon', '.', 'Vous', ""c'"", 'est', 'sur', 'que', ""c'"", 'est', 'jeudi', '?', 'Bisoux']"
120,353,Ok mais en histoire moderne! Lol bisous,True,False,False,False,False,False,True,"['Ok', 'mais', 'en', 'histoire', 'moderne', '!', 'Lol', 'bisous']"
121,358,Oui tkt pas je me repose un peu et c'est reparti pour bosser les 2 partiels restants bon aprèm,True,False,False,False,False,False,True,"['Oui', 'tkt', 'pas', 'je', 'me', 'repose', 'un', 'peu', 'et', ""c'"", 'est', 'reparti', 'pour', 'bosser', 'les', '2', 'partiels', 'restants', 'bon', 'aprèm']"
122,360,Coucou Ahhhhhhh marre de tout louper !!! je suis revenue à Carcassonne pour le pont :s j'ai la poisse niveau sorties en ce moment Gros bisous,False,False,False,True,False,False,True,"['Coucou', 'Ahhhhhhh', 'marre', 'de', 'tout', 'louper', '!!!', 'je', 'suis', 'revenue', 'à', 'Carcassonne', 'pour', 'le', 'pont', ':', 's', ""j'"", 'ai', 'la', 'poisse', 'niveau', 'sorties', 'en', 'ce', 'moment', 'Gros', 'bisous']"
123,365,Coucou ça va merci et toi ? Alors c'est amphi F à 14h15. Oui on se verra avant bisous,True,False,False,False,False,False,True,"['Coucou', 'ça', 'va', 'merci', 'et', 'toi', '?', 'Alors', ""c'"", 'est', 'amphi', 'F', 'à', '14', 'h15', '.', 'Oui', 'on', 'se', 'verra', 'avant', 'bisous']"
124,370,"Pas grave !! Ahah, tu m'étonnes... !! ça m'aurait étonné LOL",False,False,True,False,False,False,True,"['Pas', 'grave', '!!', 'Ahah', ',', 'tu', ""m'"", 'étonnes', '...', '!!', 'ça', ""m'"", 'aurait', 'étonné', 'LOL']"
125,371,C'est parce que t'as perdu l'habitude et ton corps ne supporte plus ! Ou moins bien ! Va falloir que tu t'y remettes ! C'est bien d'être allée en DUT TC pour ça !!!,False,True,False,False,False,False,True,"[""C'"", 'est', 'parce', 'que', ""t'"", 'as', 'perdu', ""l'"", 'habitude', 'et', 'ton', 'corps', 'ne', 'supporte', 'plus', '!', 'Ou', 'moins', 'bien', '!', 'Va', 'falloir', 'que', 'tu', ""t'"", 'y', 'remettes', '!', ""C'"", 'est', 'bien', ""d'"", 'être', 'allée', 'en', 'DUT', 'TC', 'pour', 'ça', '!!!']"
126,372,"Très, j'imagine... !!",False,False,False,True,False,False,True,"['Très', ',', ""j'"", 'imagine', '...', '!!']"
128,376,Sans blague !,False,False,False,False,True,False,True,"['Sans', 'blague', '!']"
130,379,Zéro? Tu mens!,False,False,True,False,False,False,True,"['Zéro', '?', 'Tu', 'mens', '!']"
131,380,Meme pas !,False,False,True,False,False,False,True,"['Meme', 'pas', '!']"
133,383,,False,False,False,False,False,True,True,['nan']
134,387,Oh ca va le moral quand meme ?,False,False,False,True,False,False,True,"['Oh', 'ca', 'va', 'le', 'moral', 'quand', 'meme', '?']"
135,388,Ct bon,False,True,False,False,False,False,True,"['Ct', 'bon']"
136,389,Attention a ce ke tu dis matcho,False,True,False,False,False,False,True,"['Attention', 'a', 'ce', 'ke', 'tu', 'dis', 'matcho']"
138,392,Oh [_nickname_] je suis désolée j'aimerais etre la ! Il t'a ecrit quoi ? Ca arrive tout le temps les coups de blues c'est nul d'etre loin de toi,False,False,False,True,False,False,True,"['Oh', '[', '_nickname_', ']', 'je', 'suis', 'désolée', ""j'"", 'aimerais', 'etre', 'la', '!', 'Il', ""t'"", 'a', 'ecrit', 'quoi', '?', 'Ca', 'arrive', 'tout', 'le', 'temps', 'les', 'coups', 'de', 'blues', ""c'"", 'est', 'nul', ""d'"", 'etre', 'loin', 'de', 'toi']"
139,393,"Salut Oui, au final j'ai regardé un film, le castor. C'etait pas mal. Pour l'asso, en fait ils ont pas trop critiqué, mais on etait presque les 2 seuls a manquer avec [_forename_] ... [_forename_] aurait dit qu'il pouvait pas trop voir les sejours car il etait tt le temps au meme endroit. Mais c'est n'importe quoi. Et ton we se passe bien a part ca ?",False,True,False,False,False,False,True,"['Salut', 'Oui', ',', 'au', 'final', ""j'"", 'ai', 'regardé', 'un', 'film', ',', 'le', 'castor', '.', ""C'"", 'etait', 'pas', 'mal', '.', 'Pour', ""l'"", 'asso', ',', 'en', 'fait', 'ils', 'ont', 'pas', 'trop', 'critiqué', ',', 'mais', 'on', 'etait', 'presque', 'les', '2', 'seuls', 'a', 'manquer', 'avec', '[', '_forename_', ']', '...', '[', '_forename_', ']', 'aurait', 'dit', ""qu'"", 'il', 'pouvait', 'pas', 'trop', 'voir', 'les', 'sejours', 'car', 'il', 'etait', 'tt', 'le', 'temps', 'au', 'meme', 'endroit', '.', 'Mais', ""c'"", 'est', ""n'"", 'importe', 'quoi', '.', 'Et', 'ton', 'we', 'se', 'passe', 'bien', 'a', 'part', 'ca', '?']"
140,395,"Coucou, il me semble qu'aujourd'hui c'est ton anniversaire (sauf si c'était le 16 mais dans mon cerveau c'est aujourd'hui) alors pour la peine je te souhaite un très très très joyeux anniversaire!!! Et si je suis en retard j'espère que mes excuses seront accepté comme il se doit !!!!! bisoux!!! Et très joyeux anniversaire",False,True,False,False,False,False,True,"['Coucou', ',', 'il', 'me', 'semble', ""qu'"", ""aujourd'"", 'hui', ""c'"", 'est', 'ton', 'anniversaire', '(', 'sauf', 'si', ""c'"", 'était', 'le', '16', 'mais', 'dans', 'mon', 'cerveau', ""c'"", 'est', ""aujourd'"", 'hui', ')', 'alors', 'pour', 'la', 'peine', 'je', 'te', 'souhaite', 'un', 'très', 'très', 'très', 'joyeux', 'anniversaire', '!!!', 'Et', 'si', 'je', 'suis', 'en', 'retard', ""j'"", 'espère', 'que', 'mes', 'excuses', 'seront', 'accepté', 'comme', 'il', 'se', 'doit', '!!!!!', 'bisoux', '!!!', 'Et', 'très', 'joyeux', 'anniversaire']"
141,396,Donnez vous rendez vous a la terrasse d'un café sinon ? En terrain neutre ! Je sais que c'est pas evident,False,False,False,True,False,False,True,"['Donnez', 'vous', 'rendez', 'vous', 'a', 'la', 'terrasse', ""d'"", 'un', 'café', 'sinon', '?', 'En', 'terrain', 'neutre', '!', 'Je', 'sais', 'que', ""c'"", 'est', 'pas', 'evident']"
142,399,Ouai moi je fais jamais la meme chose apart mon premier reflex des que je me reveille,True,False,False,False,False,False,True,"['Ouai', 'moi', 'je', 'fais', 'jamais', 'la', 'meme', 'chose', 'apart', 'mon', 'premier', 'reflex', 'des', 'que', 'je', 'me', 'reveille']"
144,405,Hep [_nickname_] ça va ? Moi je fais une pause je look largo winch pas mal ce film,False,True,False,False,False,False,True,"['Hep', '[', '_nickname_', ']', 'ça', 'va', '?', 'Moi', 'je', 'fais', 'une', 'pause', 'je', 'look', 'largo', 'winch', 'pas', 'mal', 'ce', 'film']"
145,411,Oui je m eclate la corse est juste magnifique jsuis avc ma meilleure amie TOUT va bien! On plonge on bronze on bouffe haha tt parfait!,False,False,False,True,False,False,True,"['Oui', 'je', 'm', 'eclate', 'la', 'corse', 'est', 'juste', 'magnifique', 'jsuis', 'avc', 'ma', 'meilleure', 'amie', 'TOUT', 'va', 'bien', '!', 'On', 'plonge', 'on', 'bronze', 'on', 'bouffe', 'haha', 'tt', 'parfait', '!']"
146,418,Je matte largowinch ca vient de finir et toi??,False,True,False,False,False,False,True,"['Je', 'matte', 'largowinch', 'ca', 'vient', 'de', 'finir', 'et', 'toi', '??']"
147,420,Jsuis en vac aussi!! Cette semaine jsuis en mission dinterim et c dla merde c pr ca ke ce soir jme matte un film histoire detre bien haha mais ma mission se fini demaim jsuis trop contente pr ton diplome dnc insh allah tu travail bientot??!!!!,True,False,False,False,False,False,True,"['Jsuis', 'en', 'vac', 'aussi', '!!', 'Cette', 'semaine', 'jsuis', 'en', 'mission', 'dinterim', 'et', 'c', 'dla', 'merde', 'c', 'pr', 'ca', 'ke', 'ce', 'soir', 'jme', 'matte', 'un', 'film', 'histoire', 'detre', 'bien', 'haha', 'mais', 'ma', 'mission', 'se', 'fini', 'demaim', 'jsuis', 'trop', 'contente', 'pr', 'ton', 'diplome', 'dnc', 'insh', 'allah', 'tu', 'travail', 'bientot', '??', '!!!!']"
148,421,T as raison!! C est magique la plongee moi jsuis accros,True,False,False,False,False,False,True,"['T', 'as', 'raison', '!!', 'C', 'est', 'magique', 'la', 'plongee', 'moi', 'jsuis', 'accros']"
149,422,"Si c'est pas beau ça ?! Super Bonne nuit et à dems alors, besos",True,False,False,False,False,False,True,"['Si', ""c'"", 'est', 'pas', 'beau', 'ça', '?', '!', 'Super', 'Bonne', 'nuit', 'et', 'à', 'dems', 'alors', ',', 'besos']"
150,425,Merci [_nickname_] !!!! )! A bientot! Le 18?,True,False,False,False,False,False,True,"['Merci', '[', '_nickname_', ']', '!!!!', ')', '!', 'A', 'bientot', '!', 'Le', '18', '?']"
152,428,A la toussaint j'ai que quelques jours mais on se tient au courant quand t as tes dates exactes!! I loveee csii!! Seen all of them i think! My favorite is las vegas though!! Do u watch vampire diaries?!,False,False,False,True,False,False,True,"['A', 'la', 'toussaint', ""j'"", 'ai', 'que', 'quelques', 'jours', 'mais', 'on', 'se', 'tient', 'au', 'courant', 'quand', 't', 'as', 'tes', 'dates', 'exactes', '!!', 'I', 'loveee', 'csii', '!!', 'Seen', 'all', 'of', 'them', 'i', 'think', '!', 'My', 'favorite', 'is', 'las', 'vegas', 'though', '!!', 'Do', 'u', 'watch', 'vampire', 'diaries', '?', '!']"
153,434,Dilemme encore pire! Ce qui se présentera',True,False,False,False,False,False,True,"['Dilemme', 'encore', 'pire', '!', 'Ce', 'qui', 'se', ""présentera'""]"
154,443,Espèce de touriste va -oui facile comme blague mais bon-,True,False,False,False,False,False,True,"['Espèce', 'de', 'touriste', 'va', '-', 'oui', 'facile', 'comme', 'blague', 'mais', 'bon', '-']"
155,444,Oui c plus vraiment un voyage au sens propre du coup. Et non les usa on a dit avec toi,True,False,False,False,False,False,True,"['Oui', 'c', 'plus', 'vraiment', 'un', 'voyage', 'au', 'sens', 'propre', 'du', 'coup', '.', 'Et', 'non', 'les', 'usa', 'on', 'a', 'dit', 'avec', 'toi']"
156,445,Je confirme la facilite de ta blague.,True,False,False,False,False,False,True,"['Je', 'confirme', 'la', 'facilite', 'de', 'ta', 'blague', '.']"
157,446,"Beh si c'est contre moi puisque tu me supprime et tu me fais bien rire en me disant que je suis fausse avec toi, parce que si depuis 2 ans et beh t'as retenu ca de moi très bien . T'avais raison vallait mieux me supprimer parce que tu m'as bien decu la.",True,False,False,False,False,False,True,"['Beh', 'si', ""c'"", 'est', 'contre', 'moi', 'puisque', 'tu', 'me', 'supprime', 'et', 'tu', 'me', 'fais', 'bien', 'rire', 'en', 'me', 'disant', 'que', 'je', 'suis', 'fausse', 'avec', 'toi', ',', 'parce', 'que', 'si', 'depuis', '2', 'ans', 'et', 'beh', ""t'"", 'as', 'retenu', 'ca', 'de', 'moi', 'très', 'bien', '.', ""T'"", 'avais', 'raison', 'vallait', 'mieux', 'me', 'supprimer', 'parce', 'que', 'tu', ""m'"", 'as', 'bien', 'decu', 'la', '.']"
158,452,Ben tu viens de dire qu'on devait le faire!,False,False,False,False,True,False,True,"['Ben', 'tu', 'viens', 'de', 'dire', ""qu'"", 'on', 'devait', 'le', 'faire', '!']"
160,454,"Bon par contre dsl ms jv allé me coucher sinon jv jamais me lever! Et oui la plupart d gens passent leur vie ds la ville ou ils ont grandi, je sais..-_-' Cruel!",False,False,True,False,False,False,True,"['Bon', 'par', 'contre', 'dsl', 'ms', 'jv', 'allé', 'me', 'coucher', 'sinon', 'jv', 'jamais', 'me', 'lever', '!', 'Et', 'oui', 'la', 'plupart', 'd', 'gens', 'passent', 'leur', 'vie', 'ds', 'la', 'ville', 'ou', 'ils', 'ont', 'grandi', ',', 'je', 'sais', '..', '-', '_', '-', ""'"", 'Cruel', '!']"
161,458,"Oui je vais super bien. Ca m'a fait très plaisir de la voir,on a beaucoup parlé tous les 3,et elle a adoré mon appart! Elle reviendra un WE toute seule elle m'a dit soirée detente pour moi,et demain,zou,en cours! Gros bisous Tatie et bonne soirée à toi aussi",False,True,False,False,False,False,True,"['Oui', 'je', 'vais', 'super', 'bien', '.', 'Ca', ""m'"", 'a', 'fait', 'très', 'plaisir', 'de', 'la', 'voir', ',', 'on', 'a', 'beaucoup', 'parlé', 'tous', 'les', '3,', 'et', 'elle', 'a', 'adoré', 'mon', 'appart', '!', 'Elle', 'reviendra', 'un', 'WE', 'toute', 'seule', 'elle', ""m'"", 'a', 'dit', 'soirée', 'detente', 'pour', 'moi', ',', 'et', 'demain', ',', 'zou', ',', 'en', 'cours', '!', 'Gros', 'bisous', 'Tatie', 'et', 'bonne', 'soirée', 'à', 'toi', 'aussi']"
162,460,Ok pas de souci! Histoire que j'aie pas de baby sitting le samedi soir lol pour qu'on puisse sortir,False,True,False,False,False,False,True,"['Ok', 'pas', 'de', 'souci', '!', 'Histoire', 'que', ""j'"", 'aie', 'pas', 'de', 'baby', 'sitting', 'le', 'samedi', 'soir', 'lol', 'pour', ""qu'"", 'on', 'puisse', 'sortir']"
163,461,"Je suis rassurée de savoir que vous vous débrouillez bien tous les 2 là,je bosse mes cours et surprise! [_forename_] et son copain passe par Montpellier et vont venir prendre le café cet aprem! Gros bisous et bonne fin d'aprem",False,True,False,False,False,False,True,"['Je', 'suis', 'rassurée', 'de', 'savoir', 'que', 'vous', 'vous', 'débrouillez', 'bien', 'tous', 'les', '2', 'là', ',', 'je', 'bosse', 'mes', 'cours', 'et', 'surprise', '!', '[', '_forename_', ']', 'et', 'son', 'copain', 'passe', 'par', 'Montpellier', 'et', 'vont', 'venir', 'prendre', 'le', 'café', 'cet', 'aprem', '!', 'Gros', 'bisous', 'et', 'bonne', 'fin', ""d'"", 'aprem']"
164,465,Ouai mais tu prend un bus et le tram,True,False,False,False,False,False,True,"['Ouai', 'mais', 'tu', 'prend', 'un', 'bus', 'et', 'le', 'tram']"
166,475,"J'espère pas mais ca dépend pas de moi. Lequel, [_forename_] ?",False,False,False,True,False,False,True,"[""J'"", 'espère', 'pas', 'mais', 'ca', 'dépend', 'pas', 'de', 'moi', '.', 'Lequel', ',', '[', '_forename_', ']', '?']"
167,479,Ah ok.,True,False,False,False,False,False,True,"['Ah', 'ok', '.']"
168,480,"Arf ma pauvre... Tu as un emploi du temps bien charge? D'ac je vais voir avec [_forename_] ! Tu as une idee pour le cadeau? Sinon, ca va biien?! Bisoux",False,False,False,True,False,False,True,"['Arf', 'ma', 'pauvre', '...', 'Tu', 'as', 'un', 'emploi', 'du', 'temps', 'bien', 'charge', '?', ""D'"", 'ac', 'je', 'vais', 'voir', 'avec', '[', '_forename_', ']', '!', 'Tu', 'as', 'une', 'idee', 'pour', 'le', 'cadeau', '?', 'Sinon', ',', 'ca', 'va', 'biien', '?', '!', 'Bisoux']"
169,481,Je passe devant ton lycée,False,True,False,False,False,False,True,"['Je', 'passe', 'devant', 'ton', 'lycée']"
170,483,"Il caille dehors, sort pas reste en cours (a)",False,True,False,False,False,False,True,"['Il', 'caille', 'dehors', ',', 'sort', 'pas', 'reste', 'en', 'cours', '(', 'a', ')']"
171,484,Jtd,False,False,False,False,False,True,True,['Jtd']
172,486,Moi aussi,False,False,False,False,False,True,True,"['Moi', 'aussi']"
173,487,,False,False,False,False,False,True,True,['nan']
174,490,Toi aussi....et encore plus quand il fait tout gris..,False,False,False,True,False,False,True,"['Toi', 'aussi....et', 'encore', 'plus', 'quand', 'il', 'fait', 'tout', 'gris', '..']"
175,492,Lol oui oui,False,True,False,False,False,False,True,"['Lol', 'oui', 'oui']"
176,494,Madrid a 90e chacun ca te dit? Pour 4j?,False,False,False,False,False,True,True,"['Madrid', 'a', '90', 'e', 'chacun', 'ca', 'te', 'dit', '?', 'Pour', '4', 'j', '?']"
178,496,Haaaaaa,True,False,False,False,False,False,True,['Haaaaaa']
179,498,Ok,False,False,False,False,False,True,True,['Ok']
180,499,"C'est fou... Vite, un gros calin d'amoureux",False,False,False,False,False,True,True,"[""C'"", 'est', 'fou', '...', 'Vite', ',', 'un', 'gros', 'calin', ""d'"", 'amoureux']"
181,501,Demain internet??,False,False,False,False,False,True,True,"['Demain', 'internet', '??']"
182,505,a jamais.pour toujours,False,False,False,False,False,True,True,"['a', 'jamais.pour', 'toujours']"
183,508,,False,False,False,False,False,True,True,['nan']
184,509,"A partir de 4 ans il me semble.. Je viens justement d'en donner a un petit.. tfais comme tu sens, on s'en ouf",False,True,False,False,False,False,True,"['A', 'partir', 'de', '4', 'ans', 'il', 'me', 'semble', '..', 'Je', 'viens', 'justement', ""d'"", 'en', 'donner', 'a', 'un', 'petit', '..', 'tfais', 'comme', 'tu', 'sens', ',', 'on', ""s'"", 'en', 'ouf']"
185,511,C'est que dal quand tu penses a mes 10. Jette apres s'il en reste mdr,False,True,False,False,False,False,True,"[""C'"", 'est', 'que', 'dal', 'quand', 'tu', 'penses', 'a', 'mes', '10.', 'Jette', 'apres', ""s'"", 'il', 'en', 'reste', 'mdr']"
186,513,Moui... Je valide mon billet pour jeudi alors?!,False,False,False,False,False,True,True,"['Moui', '...', 'Je', 'valide', 'mon', 'billet', 'pour', 'jeudi', 'alors', '?', '!']"
187,515,Bien dormi?,True,False,False,False,False,False,True,"['Bien', 'dormi', '?']"
188,517,Hey coucou ma [_forename_] ça va ?? Alors Paris ? Tu fini bientôt ? Des gros bisous !,False,False,False,False,False,True,True,"['Hey', 'coucou', 'ma', '[', '_forename_', ']', 'ça', 'va', '??', 'Alors', 'Paris', '?', 'Tu', 'fini', 'bientôt', '?', 'Des', 'gros', 'bisous', '!']"
190,524,"Cc. J'étais chez coiffeur. Ha oui mince c'est le jour de [_forename_] !! Tant pis. Pour anglais, non car trop d'activité tue l'activité ma chère. Laissons nos enfants rever , ça leur forgera leur créativité. Et pi l'anglais j'en fait déjà avec ma miss . On va vite fait à la playa là. Bisous !!",False,True,False,False,False,False,True,"['Cc', '.', ""J'"", 'étais', 'chez', 'coiffeur', '.', 'Ha', 'oui', 'mince', ""c'"", 'est', 'le', 'jour', 'de', '[', '_forename_', ']', '!!', 'Tant', 'pis', '.', 'Pour', 'anglais', ',', 'non', 'car', 'trop', ""d'"", 'activité', 'tue', ""l'"", 'activité', 'ma', 'chère', '.', 'Laissons', 'nos', 'enfants', 'rever', ',', 'ça', 'leur', 'forgera', 'leur', 'créativité', '.', 'Et', 'pi', ""l'"", 'anglais', ""j'"", 'en', 'fait', 'déjà', 'avec', 'ma', 'miss', '.', 'On', 'va', 'vite', 'fait', 'à', 'la', 'playa', 'là', '.', 'Bisous', '!!']"
191,531,Jai cours de théatre ctaprem ms merci pr la proposition! travaillez bien,False,True,False,False,False,False,True,"['Jai', 'cours', 'de', 'théatre', 'ctaprem', 'ms', 'merci', 'pr', 'la', 'proposition', '!', 'travaillez', 'bien']"
192,534,Nn mal dormi ... Ah pue tu va a mtpl? Ok,False,False,False,True,False,False,True,"['Nn', 'mal', 'dormi', '...', 'Ah', 'pue', 'tu', 'va', 'a', 'mtpl', '?', 'Ok']"
193,537,"Frérot, j'ai appris pour ton oeil j'espere que ca va mon ptit frerot",False,False,False,True,False,False,True,"['Frérot', ',', ""j'"", 'ai', 'appris', 'pour', 'ton', 'oeil', ""j'"", 'espere', 'que', 'ca', 'va', 'mon', 'ptit', 'frerot']"
194,538,"ca va se soigner, faut juste bien suivre ce qu'ils te disent .. Ca te fait mal ? Mon frerot",False,False,False,True,False,False,True,"['ca', 'va', 'se', 'soigner', ',', 'faut', 'juste', 'bien', 'suivre', 'ce', ""qu'"", 'ils', 'te', 'disent', '..', 'Ca', 'te', 'fait', 'mal', '?', 'Mon', 'frerot']"
195,539,t'as un traitement ?,False,False,False,True,False,False,True,"[""t'"", 'as', 'un', 'traitement', '?']"
196,540,Tu me textos si ca va pas je suis ta super soeurette remonteuse de moral,True,False,False,False,False,False,True,"['Tu', 'me', 'textos', 'si', 'ca', 'va', 'pas', 'je', 'suis', 'ta', 'super', 'soeurette', 'remonteuse', 'de', 'moral']"
